,user_id,book_id,is_read,rating,is_reviewed
2363348,383430,14063,1,5,0
2364453,151781,51104,0,0,0
2364505,721268,1368,1,0,0
2364524,277360,1368,0,0,0
2365505,356260,423,1,4,0
2365871,216034,179171,0,0,0
2366605,58863,47766,1,0,0
2366646,134501,47620,0,0,0
2366890,27821,175242,0,0,0
2367144,304846,50621,0,0,0
2367162,64886,138530,0,0,0
2367487,133715,39307,1,4,0
2367518,89991,1368,1,5,0
2367650,202222,1367,0,0,0
2367721,424235,36258,0,0,0
2368922,17284,163890,1,4,0
2369301,107859,486085,1,5,1
2369302,380842,113671,1,1,0
2369480,4719,1508,1,5,0
2369546,147790,1508,0,0,0
2370315,438237,853353,1,4,0
2370941,32759,51600,1,4,0
2371753,65245,1368,1,5,0
2371815,85235,285761,0,0,0
2372142,85221,17720,1,4,0
2372172,147646,390229,0,0,0
2372360,342565,34543,1,3,0
2372727,184724,423,1,4,0
2372856,354009,47620,1,5,0
2373510,4721,1368,0,0,0
2373951,201823,1368,0,0,0
2374507,645987,1508,1,5,0
2374592,41859,34540,0,0,0
2374880,117847,1508,1,0,0
2374970,279238,159296,1,4,0
2375023,383265,1508,1,5,0
2376088,649838,14812,1,4,0
2376575,382809,147842,0,0,0
2377029,54369,16204,1,4,1
2377129,31505,14067,1,5,0
2378049,222158,1508,0,0,0
2378068,209743,113671,1,5,0
2378194,164885,3816,0,0,0
2378531,523023,423,1,3,0
2379858,167680,14067,0,0,0
2380320,39324,8509,1,5,1
2380544,93732,1368,1,5,0
2381822,79289,59854,0,0,0
2382417,170788,48002,0,0,0
2382627,380595,1368,0,0,0
2383098,47521,14067,0,0,0
2383162,360312,48002,0,0,0
2383406,197834,183708,0,0,0
2383786,15114,1368,1,2,0
2384303,231972,103308,1,4,0
2384775,407697,20059,0,0,0
2386524,438876,654025,0,0,0
2386678,186823,1508,0,0,0
2386684,277445,14063,1,5,0
2387334,259276,1368,0,0,0
2387640,361261,291961,0,0,0
2388648,153832,16204,0,0,0
2389581,433236,286298,0,0,0
2389817,26410,43564,1,3,0
2389928,295256,586152,1,2,1
2390166,331724,1368,0,0,0
2390598,574524,14063,1,4,0
2391722,59333,47620,0,0,0
2392071,90904,19534,1,4,0
2393239,178307,1368,1,5,0
2393279,41304,38116,0,0,0
2393379,154461,49254,0,0,0
2393427,59463,269670,1,5,0
2393476,139042,1368,0,0,0
2394117,40239,51923,0,0,0
2394119,85596,18805,0,0,0
2394307,300588,1368,1,3,0
2394729,216653,100286,1,4,0
2396047,34456,264929,1,3,0
2396195,311021,147842,1,3,0
2398172,46928,15943,0,0,0
2398538,37569,39795,0,0,0
2398962,37624,13892,1,3,0
2399648,234931,1508,0,0,0
2400361,265291,34540,0,0,0
2400503,318902,16204,1,5,0
2400517,87459,1508,1,5,0
2400800,402507,223349,1,0,0
2401976,87266,18805,0,0,0
2402687,266357,19054,0,0,0
2403046,283493,1368,1,5,0
2404594,34997,19054,1,3,1
2404955,340223,59854,0,0,0
2404991,473419,14067,0,0,0
2405097,400207,14812,1,5,0
2405253,12695,68512,1,4,1
2405598,40682,22462,0,0,0
2405661,187315,534154,0,0,0
2406294,231635,1368,1,4,0
2407500,118310,98246,1,4,0
2408417,313346,1508,0,0,0
2409143,76169,38116,0,0,0
2410745,166633,1368,0,0,0
2410833,302541,23012,1,5,0
2411760,534961,18805,1,4,0
2411839,853619,14067,0,0,0
2412289,14415,148900,0,0,0
2412402,303010,1368,0,0,0
2414281,403158,51923,1,4,1
2414971,394261,423,1,3,0
2415312,247726,113671,1,5,0
2415497,26604,39307,1,4,0
2415711,20446,15943,1,5,0
2416200,420226,36258,1,4,1
2416817,806754,1368,0,0,0
2416888,193490,1368,1,3,0
2417215,108464,17125,1,3,0
2417302,119227,1368,0,0,0
2417662,144650,113671,1,4,0
2418511,348610,111005,0,0,0
2419313,47755,807600,0,0,0
2420358,543597,71459,1,3,0
2420378,191856,59854,1,4,0
2420830,16875,1368,0,0,0
2421393,759297,14067,0,0,0
2422005,537343,14067,0,0,0
2422436,469743,423,0,0,0
2423678,709157,1508,0,0,0
2424084,335333,51607,1,3,0
2424154,64637,14812,1,3,0
2424397,101344,440674,0,0,0
2425865,108924,14067,1,4,0
2426048,350108,1368,0,0,0
2427185,138812,105716,1,3,1
2427218,63460,19534,1,4,0
2427313,736299,1368,0,0,0
2427703,78596,48002,1,4,1
2428741,686501,1368,1,5,0
2428889,258173,11219,1,3,0
2429205,189187,50621,1,5,0
2430028,258189,1368,0,0,0
2430291,333013,1210816,0,0,0
2430428,474393,1508,0,0,0
2430455,360128,48002,0,0,0
2430624,273034,1368,0,0,0
2430992,155234,1508,0,0,0
2431065,394890,894541,1,0,0
2431214,438791,1368,0,0,0
2431444,266215,423,0,0,0
2431638,343985,1368,0,0,0
2432478,89170,423,1,4,0
2432844,384058,1508,0,0,0
2434759,360156,223349,1,4,1
2435365,572541,39307,1,4,0
2435795,793504,1368,1,5,0
2435997,133311,14063,1,4,0
2436650,153413,1368,0,0,0
2439469,303375,14812,1,4,0
2439677,276702,844920,1,3,0
2439756,381135,17720,0,0,0
2440094,361290,1368,0,0,0
2441627,113845,16204,0,0,0
2442233,215443,14067,1,0,0
2443475,270668,1368,0,0,0
2444630,336567,485290,0,0,0
2445168,510359,1368,1,4,0
2446389,538814,1368,0,0,0
2446532,355286,16204,0,0,0
2446766,322858,11219,0,0,0
2446898,198627,1368,1,5,0
2447289,244816,1134947,0,0,0
2447406,387378,845610,0,0,0
2447540,577501,14067,1,5,0
2447603,237202,1368,0,0,0
2447951,35684,1508,1,5,1
2448072,319161,24719,0,0,0
2450072,376877,14067,1,4,0
2450469,123914,6600,0,0,0
2450866,322284,22460,1,4,0
2451135,271416,14812,0,0,0
2451194,309650,19054,0,0,0
2452320,97769,151392,0,0,0
2453115,85214,1367,0,0,0
2454074,172796,1368,1,5,0
2454113,218016,15719,0,0,0
2454744,218529,1368,0,0,0
2455309,427793,77608,1,5,0
2456413,317904,597067,0,0,0
2456656,228501,1368,1,4,0
2457747,266819,23012,0,0,0
2458226,467734,14067,0,0,0
2458410,428084,1368,1,5,0
2459916,754403,828184,0,0,0
2460085,105774,18805,0,0,0
2460120,214816,14812,0,0,0
2460183,28524,159296,0,0,0
2460203,87660,3075,1,3,0
2460522,205838,1368,0,0,0
2460545,220561,423,0,0,0
2460940,123846,14812,0,0,0
2461664,64905,64582,0,0,0
2461986,340496,39307,1,4,0
2462205,442503,16204,1,5,1
2462446,801016,14812,1,5,1
2462494,152242,48002,0,0,0
2462692,260941,1368,1,0,0
2462851,224243,1368,0,0,0
2463204,397928,1368,1,0,0
2463504,285623,37264,0,0,0
2464117,296813,334281,0,0,0
2464540,421875,17720,1,3,0
2464742,128968,22465,1,3,0
2466675,105106,106175,0,0,0
2466779,492896,1368,1,3,1
2467489,183407,16204,0,0,0
2467957,112083,1368,0,0,0
2468722,4916,14063,0,0,0
2469576,306065,1190600,1,4,0
2469837,27169,95670,1,4,0
2470596,63294,19534,0,0,0
2471754,198590,18805,1,3,1
2471881,97862,19534,1,5,0
2472411,80043,1508,0,0,0
2473436,178998,1368,0,0,0
2473496,99975,36258,0,0,0
2473605,662473,51607,0,0,0
2473749,802709,36258,0,0,0
2473781,174823,51600,1,2,1
2474579,401197,90091,1,0,0
2475240,358468,423,1,5,0
2475564,189421,16204,1,5,0
2477315,177480,1508,1,5,0
2477397,11770,1508,1,5,0
2477531,83540,414397,0,0,0
2477786,381750,14067,0,0,0
2478241,262237,423,1,5,0
2478303,584836,426776,1,4,1
2478693,298060,1368,1,3,0
2478915,347149,2036250,1,5,1
2479004,436900,22465,0,0,0
2479277,214827,16204,0,0,0
2479570,447797,14067,0,0,0
2479619,53762,641948,1,4,0
2479713,104141,269670,1,3,0
2479800,427635,113671,1,3,0
2481420,227755,14812,0,0,0
2481700,235002,423,1,4,0
2481764,68187,51923,0,0,0
2482143,4942,1368,0,0,0
2482871,384539,1508,0,0,0
2483018,600950,1368,1,3,0
2483465,111052,1368,0,0,0
2483491,82019,423,0,0,0
2483758,99521,1368,0,0,0
2484311,248115,423,1,4,0
2484345,4948,1508,0,0,0
2485006,410185,1508,1,5,0
2485611,91725,1508,0,0,0
2485693,436571,23055,0,0,0
2485866,80229,100059,1,3,0
2485949,14837,51104,1,0,0
2486084,121846,1508,0,0,0
2486569,378325,423,1,5,0
2486622,134877,100284,0,0,0
2488207,385619,14067,0,0,0
2488249,131809,1368,1,5,0
2489066,403248,136981,1,0,0
2489683,204350,17125,1,0,0
2489734,83949,100059,0,0,0
2489828,433410,423,1,4,0
2490663,294565,22462,1,3,0
2491213,60819,257654,1,3,0
2491482,421919,28669,0,0,0
2491895,40844,83000,1,0,0
2491966,32939,19054,0,0,0
2492327,432902,47766,1,5,0
2492946,343362,108904,1,0,0
2493322,316605,1368,1,3,0
2493516,69871,28669,1,5,0
2494214,36636,1368,1,5,0
2494574,21588,22465,1,3,0
2494621,278054,11219,0,0,0
2495404,367613,1508,0,0,0
2495692,394901,105077,0,0,0
2496536,179760,1368,0,0,0
2497075,433369,14812,1,5,0
2497722,53687,16204,0,0,0
2497784,72864,38116,0,0,0
2499619,419782,19534,0,0,0
2500926,399946,14067,1,0,0
2501115,503036,39307,1,4,0
2503646,46249,1368,0,0,0
2504189,441875,245861,1,5,1
2504276,319550,1508,0,0,0
2505530,301771,1368,0,0,0
2505659,66120,14067,1,0,0
2506005,114778,1368,0,0,0
2506338,442093,1508,0,0,0
2506791,401550,95670,0,0,0
2506992,365567,1368,0,0,0
2507269,95415,50621,1,3,1
2507519,127921,1368,1,4,0
2508809,24733,14067,0,0,0
2508866,262600,1368,0,0,0
2509462,25375,18600,1,3,0
2510593,375201,51107,0,0,0
2510713,215040,1368,1,5,0
2511020,272523,1368,0,0,0
2511328,76983,610975,0,0,0
2511436,60210,162186,1,3,0
2512275,115761,1368,1,3,0
2512599,324023,136981,1,0,0
2512772,366244,36258,0,0,0
2512883,196404,236699,0,0,0
2513098,295717,379041,1,3,0
2513330,112882,1367,1,4,0
2513781,152720,98246,0,0,0
2513786,198161,51104,0,0,0
2513908,396674,18600,0,0,0
2514577,798001,14067,1,5,0
2514885,206256,14063,1,3,0
2514939,304288,423,0,0,0
2514988,33316,507456,0,0,0
2515095,701125,423,1,4,0
2515204,53877,27342,0,0,0
2515858,132590,10533,0,0,0
2517222,327390,1367,1,2,0
2517226,326688,15943,1,3,0
2517369,155920,37264,0,0,0
2518733,191897,36253,1,4,0
2518787,210452,163890,0,0,0
2519947,233252,58930,1,5,0
2520036,175086,1368,0,0,0
2520064,656786,1368,0,0,0
2521791,249099,423,0,0,0
2522009,5007,365058,0,0,0
2522697,62841,37264,0,0,0
2522968,184349,105077,0,0,0
2523127,5008,423,1,4,0
2523600,172118,1508,0,0,0
2523733,172955,702187,1,0,0
2524195,299098,11219,0,0,0
2525354,426028,53774,1,3,0
2525599,271372,64485,1,5,0
2526293,178616,1368,0,0,0
2526607,201922,50621,0,0,0
2526625,153144,19534,0,0,0
2526709,305743,28669,0,0,0
2527273,138921,37264,1,3,0
2527394,481053,105077,1,1,0
2528221,130291,29395,1,5,0
2528270,5018,534548,1,3,0
2528450,143787,868867,0,0,0
2528988,781157,1368,0,0,0
2529620,401385,51607,0,0,0
2529781,194501,11219,0,0,0
2530321,813019,15719,1,5,0
2530981,304927,34540,1,5,0
2531423,23950,1368,0,0,0
2531526,180023,51104,0,0,0
2533699,10745,423,0,0,0
2534474,165992,1368,1,5,0
2534974,44516,1368,0,0,0
2535110,356501,58930,0,0,0
2535727,102837,14067,0,0,0
2535832,230423,19534,1,5,0
2538371,315766,22462,0,0,0
2538392,636208,59854,0,0,0
2538420,38108,17720,0,0,0
2538823,41938,6600,0,0,0
2539029,380746,423,1,4,0
2539370,563155,19534,1,5,0
2539505,136846,623490,0,0,0
2540119,65955,1368,0,0,0
2540263,190288,1368,0,0,0
2540749,176780,18600,1,3,0
2541589,413700,51107,1,4,0
2543154,665968,1368,0,0,0
2543285,167530,287140,1,5,0
2543448,299259,423,1,4,0
2544171,337610,21293,0,0,0
2544341,406801,39307,1,5,0
2544897,130354,1368,1,4,0
2544898,119660,33003,0,0,0
2545300,392880,14067,1,4,0
2545944,256015,14812,1,5,0
2546017,5039,1368,1,5,0
2547005,650779,50621,0,0,0
2547422,124931,1368,1,5,0
2547486,408223,135971,1,3,0
2547884,263955,647156,1,5,0
2547931,21217,1368,0,0,0
2548007,349681,172682,0,0,0
2548478,384932,24711,0,0,0
2550133,163317,48002,0,0,0
2550385,5054,1368,0,0,0
2550502,412968,810611,0,0,0
2550606,39363,1062544,1,4,0
2550720,33537,13892,1,3,0
2550779,827022,14063,0,0,0
2550811,161440,19534,1,5,0
2553344,93116,286298,0,0,0
2553421,264663,22462,0,0,0
2553909,44364,19534,1,4,0
2554136,90403,921589,0,0,0
2555248,242743,441988,0,0,0
2556734,278651,24711,1,4,0
2557276,5067,423,0,0,0
2557700,397431,22462,0,0,0
2558621,351306,79727,1,0,0
2558694,10988,36253,1,3,0
2559252,194771,1368,0,0,0
2559301,822560,1368,1,4,1
2561320,223255,116231,0,0,0
2561461,16062,1368,0,0,0
2561538,121562,1368,1,4,0
2561605,319225,115064,1,4,0
2561949,225012,144204,1,4,1
2562663,377036,75573,0,0,0
2563268,301873,28669,1,0,0
2563809,10871,735510,1,5,1
2564012,320910,1368,1,5,0
2564027,698962,22462,0,0,0
2564888,743193,1368,1,2,0
2565380,193397,1368,1,3,0
2565393,33435,27342,0,0,0
2565411,69818,1557094,1,4,1
2565898,212591,15943,1,5,0
2566514,257789,423,1,4,1
2566580,97488,1368,1,5,0
2566762,5084,1368,0,0,0
2567955,313019,39307,0,0,0
2568192,296006,19534,0,0,0
2569767,165439,1508,0,0,0
2570006,351808,34543,0,0,0
2570405,183425,14063,0,0,0
2571541,253161,598196,0,0,0
2571787,269054,21293,0,0,0
2572026,123384,423,0,0,0
2572055,355992,1508,1,5,0
2572327,233972,14067,0,0,0
2572584,21304,1508,1,5,0
2573088,451747,1368,0,0,0
2573106,143874,47766,1,4,0
2573549,57684,96553,0,0,0
2573608,316433,1508,0,0,0
2573732,274998,14067,0,0,0
2574649,96577,113671,0,0,0
2575171,396456,396821,0,0,0
2575766,233420,1681069,0,0,0
2576049,322245,14067,0,0,0
2576565,265435,1368,0,0,0
2576942,549224,21293,0,0,0
2577143,111259,51600,1,5,1
2577964,253717,37264,0,0,0
2578038,60981,245861,1,2,1
2578279,128511,1508,0,0,0
2578309,268354,39795,0,0,0
2578476,15353,125691,1,3,0
2578807,166003,171723,0,0,0
2579397,191322,1508,1,4,0
2579817,5100,540435,1,4,0
2579851,387752,1368,1,5,0
2579952,233103,17125,0,0,0
2580573,297256,1368,1,3,0
2580700,323575,1368,0,0,0
2580752,250853,1368,0,0,0
2580970,654375,17720,1,4,0
2581352,519123,102241,0,0,0
2581489,5105,1368,1,3,0
2581631,387006,62399,0,0,0
2582163,421789,844322,1,5,1
2582171,259131,423,1,4,0
2582475,857845,14067,1,5,0
2582838,199610,1508,0,0,0
2582839,220929,1368,0,0,0
2583252,71037,307630,0,0,0
2583343,570659,423,1,4,0
2583433,191090,19534,0,0,0
2584454,126374,423,1,4,0
2584486,168165,51607,0,0,0
2584651,62289,18600,0,0,0
2584784,185913,17720,0,0,0
2585096,111657,14812,1,0,0
2585513,136245,47620,1,5,0
2586066,89070,50621,0,0,0
2586588,220195,1368,0,0,0
2587026,259192,1368,0,0,0
2587403,288104,1368,1,5,0
2587452,409375,407699,1,3,0
2587742,12512,14063,1,3,0
2588067,217616,1368,1,4,0
2588820,242667,1368,0,0,0
2589260,262694,1508,0,0,0
2589266,356275,1367,0,0,0
2589369,111475,1368,0,0,0
2589570,437131,14063,1,4,0
2590095,76880,96553,0,0,0
2590185,261121,246403,0,0,0
2590389,160883,325457,1,4,0
2590394,422797,1368,0,0,0
2590420,116982,70603,1,3,0
2591905,300851,14812,1,5,0
2592277,16670,19534,1,3,0
2592460,18582,19534,1,5,0
2592989,373163,1275361,1,3,1
2593439,405687,17125,1,5,0
2593827,279630,36258,0,0,0
2594232,221085,1508,0,0,0
2594782,430236,1368,1,0,0
2595748,80136,14063,0,0,0
2596227,206241,19054,0,0,0
2596249,9914,1508,1,5,1
2596826,61265,50621,1,3,1
2596865,394189,323707,0,0,0
2597376,251232,162186,1,4,0
2597736,352449,79029,0,0,0
2598084,271942,36258,0,0,0
2598670,176712,48002,0,0,0
2600299,417743,105077,0,0,0
2600899,184567,62399,1,5,1
2601373,377141,1368,0,0,0
2601450,54705,100287,1,4,0
2602145,235416,34732,0,0,0
2602232,410372,47766,0,0,0
2602344,219579,130507,0,0,0
2603254,5142,14067,1,5,0
2603372,186649,286298,0,0,0
2604041,267458,623490,0,0,0
2605039,184317,18600,0,0,0
2605101,414222,423,1,5,0
2605515,419584,14067,0,0,0
2605611,287572,528142,0,0,0
2605639,395305,14067,1,4,0
2605848,327547,1368,0,0,0
2606886,249574,406581,0,0,1
2607620,147750,423,1,3,0
2607753,142718,59854,1,4,0
2609615,410552,59854,1,4,0
2610405,341460,14067,0,0,0
2610578,33686,1368,0,0,0
2611245,342865,48002,1,2,0
2611272,348035,1368,0,0,0
2611351,754935,1508,1,4,0
2611551,41908,248090,1,4,0
2612382,63179,17720,1,4,0
2612507,16836,43451,1,0,0
2613134,96764,53774,0,0,0
2613137,264950,1368,0,0,0
2613267,151854,183708,0,0,0
2613300,375372,8509,0,0,0
2613934,830044,694192,1,5,0
2614077,217420,1508,1,5,0
2614385,301642,79727,0,0,0
2614845,193960,861207,1,3,0
2614851,277629,106175,0,0,0
2614864,214188,1508,1,4,0
2616224,431764,1508,0,0,0
2616273,28667,16204,0,0,0
2616690,107918,1508,0,0,0
2616987,30455,23012,1,5,1
2617190,29713,1508,0,0,0
2617249,280939,423,0,0,0
2618908,213157,51104,0,0,0
2620094,653075,14067,1,5,0
2620258,288031,16204,0,0,0
2620968,410148,3816,1,4,0
2621525,52842,59854,0,0,0
2621638,396166,28669,1,4,0
2621970,431144,423,0,0,0
2622776,34941,51104,0,0,0
2622924,192191,1368,1,4,0
2622951,279605,39307,1,2,0
2623597,179997,1508,1,4,0
2624547,281943,189172,0,0,0
2624584,185806,13892,1,5,0
2624841,46121,59854,1,4,0
2625410,177805,137032,0,0,0
2625535,546099,1368,0,0,0
2625608,419117,216987,0,0,0
2626485,424628,423,1,4,0
2626512,505440,17125,1,3,0
2627228,386072,19534,0,0,0
2627310,264016,36258,0,0,0
2627415,5196,1368,0,0,0
2628046,247816,14067,1,2,0
2628502,322667,18805,0,0,0
2628829,146086,19534,1,3,0
2629063,10982,36253,1,5,0
2629223,65953,18600,0,0,0
2629892,275165,1368,0,0,0
2630377,116386,10533,0,0,0
2630609,131317,1508,1,0,0
2630634,298288,1508,0,0,0
2631417,565559,14067,1,3,0
2631691,321451,14067,0,0,0
2632120,429791,16204,1,3,1
2632283,400387,423,0,0,0
2632726,118826,59854,0,0,0
2633540,220511,22462,0,0,0
2633619,90292,19534,1,3,0
2634072,755854,21293,1,4,0
2634999,242740,423,1,5,0
2635238,94554,24530,1,4,0
2635269,286431,17125,1,1,0
2635433,348343,108014,0,0,0
2636423,310190,1368,0,0,0
2636665,479207,14067,0,0,0
2636974,161627,19054,0,0,0
2637550,57900,1368,1,5,0
2637668,210495,1368,0,0,0
2637876,56282,199753,1,2,0
2638189,22009,14067,1,3,0
2638963,115268,439939,0,0,0
2639478,423176,36254,0,0,0
2639710,374782,51607,0,0,0
2639735,354692,1368,1,4,1
2640237,282792,22465,0,0,0
2640377,294112,14063,0,0,0
2640419,144609,1368,0,0,0
2640860,188798,39798,0,0,0
2640958,310999,889670,0,0,0
2641065,281756,39307,0,0,0
2642684,276018,19534,1,2,0
2644261,65384,694516,1,5,1
2644479,391602,19534,0,0,0
2644756,82019,14063,0,0,0
2645226,193909,96553,0,0,0
2645695,233109,51104,0,0,0
2646667,825418,1368,0,0,0
2647005,16271,173907,0,0,0
2647143,557246,113671,1,5,0
2648309,71928,51104,0,0,0
2648317,351967,39798,0,0,0
2648602,100814,108014,0,0,0
2649270,306484,680202,1,3,0
2649639,158233,1368,0,0,0
2649692,683396,423,0,0,0
2650019,383380,18600,0,0,0
2650666,30499,1368,0,0,0
2650705,86578,404020,1,4,0
2650710,506479,1508,1,5,0
2650856,67788,47628,1,3,0
2651035,22139,70378,0,0,0
2651711,226336,423,1,4,0
2652025,357815,1508,0,0,0
2652664,63317,22465,1,5,0
2652703,398796,16204,1,5,0
2652784,134736,22465,1,4,0
2654101,429581,1368,1,3,0
2654615,103183,1368,1,0,0
2655192,268458,48002,0,0,0
2655761,486664,14812,1,5,0
2656190,256730,159296,1,3,0
2656294,253479,51104,0,0,0
2656879,39012,219421,1,5,0
2657451,715476,218985,0,0,0
2658059,314762,54593,0,0,0
2658172,161130,50621,0,0,0
2658401,326608,93569,1,4,1
2659231,440975,50621,0,0,0
2659236,76097,1508,1,5,0
2659259,646564,14067,1,4,0
2659381,294589,1368,0,0,0
2659573,749861,17125,0,0,0
2660259,331202,59854,0,0,0
2660311,196381,160425,1,3,0
2660409,80341,113671,0,0,0
2660603,54469,423,1,4,0
2660729,144160,19534,1,0,0
2661811,311125,1508,1,5,0
2661837,202771,12067,0,0,0
2662073,394827,1368,0,0,0
2662204,390387,36258,0,0,0
2663044,214898,14067,0,0,0
2663456,255857,123287,0,0,0
2663696,189178,17720,0,0,0
2663960,323794,14812,0,0,0
2664316,148595,1368,0,0,0
2664461,371564,51104,1,4,1
2664619,366327,18600,0,0,0
2664816,361714,216548,1,0,0
2666292,220635,1368,1,3,0
2666406,62776,632210,1,5,1
2667464,339628,16204,0,0,0
2668624,413676,1368,0,0,0
2668769,312453,1508,0,0,0
2669575,196545,24711,1,0,0
2670440,606159,423,0,0,0
2670629,219977,1368,0,0,0
2670771,72832,1508,1,4,0
2672382,111455,702046,1,0,0
2672563,610816,1368,0,0,0
2673073,297262,47620,1,5,0
2673180,113317,1368,1,5,0
2673464,13749,42527,1,4,0
2674377,179657,1368,0,0,0
2674601,323987,36258,1,5,0
2674712,324810,1368,0,0,0
2674943,403216,22460,0,0,0
2674984,338957,1508,1,4,0
2675365,375396,1508,0,0,0
2675812,868028,219421,1,4,0
2676329,37804,836335,1,5,0
2676636,298000,236318,1,3,0
2677018,394893,1368,1,3,0
2677314,331983,1508,1,5,0
2677645,334259,1368,0,0,0
2678344,334333,59854,0,0,0
2678586,5285,1508,0,0,0
2678784,153389,19534,0,0,0
2680260,345260,676388,1,4,1
2680841,214164,1508,1,4,0
2681244,267220,51923,1,4,0
2683608,42415,44546,0,0,0
2683799,412604,1368,0,0,0
2684408,158703,91962,0,0,0
2685458,415326,1368,1,5,1
2685474,70948,1368,1,3,0
2685678,12983,14063,1,4,0
2685797,114231,1368,0,0,0
2685821,422094,19534,0,0,0
2686448,579454,14067,0,0,0
2687555,21064,14812,0,0,0
2688132,11354,1508,1,4,0
2688176,243452,375118,0,0,0
2688632,403403,423,0,0,0
2688839,270101,36258,0,0,0
2688911,132961,1442220,1,3,0
2689316,614561,14067,1,5,0
2689683,268432,1368,0,0,0
2690985,214472,70603,0,0,0
2691344,371626,4364,0,0,0
2692103,377294,1368,1,4,0
2692246,225478,103306,1,2,1
2693339,392662,50621,0,0,0
2694045,204287,14812,0,0,0
2695291,350359,75579,1,5,0
2695578,117960,102241,0,0,0
2696419,309925,51104,0,0,0
2697512,204790,1508,0,0,0
2697518,849582,423,1,4,0
2698108,23120,248092,0,0,0
2698360,276435,291461,0,0,0
2698904,317137,1368,1,5,1
2698982,133301,1368,0,0,0
2699863,506923,14067,1,5,0
2700740,355946,51600,1,3,0
2701119,387975,23055,1,5,0
2701485,240470,1368,0,0,0
2701651,90204,21293,0,0,0
2702020,290458,39307,1,3,0
2702228,391416,1368,1,5,1
2702736,168518,15943,1,4,0
2703276,53965,1367,0,0,0
2704517,409582,14812,0,0,0
2704635,243153,1368,0,0,0
2705174,114090,51923,0,0,0
2705353,108051,14067,1,1,0
2705526,211944,19534,1,3,0
2706334,230786,157824,0,0,0
2706530,329020,103269,1,5,1
2706863,237489,34545,1,4,0
2707031,511320,90091,0,0,0
2707175,34289,11219,1,4,0
2708162,359399,286837,0,0,0
2708360,248784,1368,1,4,0
2708912,117559,1508,1,5,0
2708978,364698,22465,0,0,0
2709092,202492,321572,1,5,0
2709875,92721,14067,1,4,0
2710106,116466,1368,0,0,0
2710501,206863,19534,1,4,0
2711009,40269,14063,1,4,0
2711718,87561,137154,0,0,0
2712075,27836,926665,0,0,0
2712360,432677,14063,1,0,0
2712865,854964,14067,1,3,0
2712989,350200,17720,1,3,0
2713634,99194,1368,1,5,0
2713681,333652,189172,0,0,0
2713801,690953,37264,0,0,0
2714150,311243,16204,0,0,0
2714698,296140,1368,0,0,0
2715361,363852,1368,0,0,0
2715546,396744,423,1,4,0
2715722,142371,286123,0,0,0
2716180,409834,157824,0,0,0
2716823,316210,423,1,3,1
2716985,523811,1508,0,0,0
2717499,359058,14067,0,0,0
2717617,426385,423,0,0,0
2717805,326416,96553,0,0,0
2718236,45283,1368,0,0,0
2718502,468208,14067,1,5,0
2719152,871102,29399,1,3,1
2720647,224943,889670,1,2,1
2722164,290375,47766,1,3,0
2722578,121492,14067,0,0,0
2722598,119940,14067,1,5,0
2723535,73444,68512,1,4,0
2723920,297399,423,1,1,0
2724566,429590,14812,0,0,0
2725316,163790,632210,0,0,0
2725606,54851,1368,0,0,0
2726579,112882,14812,1,0,0
2726997,94916,51600,1,4,1
2727475,159864,14063,1,3,0
2727946,243252,1368,0,0,0
2728757,360455,1368,0,0,0
2728919,397883,1368,0,0,0
2729077,392784,1368,1,2,0
2729165,702927,14067,0,0,0
2729183,374246,93569,0,0,0
2729828,280996,291461,0,0,0
2729874,53863,1368,0,0,0
2730654,760612,18805,0,0,0
2730990,322024,1368,0,0,0
2731308,226191,36258,1,4,1
2731422,198115,160425,0,0,0
2732430,102960,257730,1,4,0
2733601,327101,64482,1,0,0
2735357,59311,1508,0,0,0
2735402,185678,28669,1,4,0
2735544,294051,36258,0,0,0
2735634,157921,24719,0,0,0
2736040,294612,16204,1,3,1
2737943,346733,62399,1,0,0
2738325,385870,19534,1,0,0
2738433,5420,423,1,3,0
2739074,735982,1508,1,5,0
2739745,62241,1508,1,3,1
2740086,56935,19534,1,4,0
2740560,371718,36258,1,4,1
2740860,118276,14063,1,3,0
2741140,545516,1368,0,0,0
2741508,258698,236699,0,0,0
2741795,217432,1368,1,0,0
2741936,129566,1508,0,0,0
2742042,780341,14812,1,3,0
2742294,259723,64485,0,0,0
2742561,417203,1508,1,0,1
2742868,146723,62399,1,5,0
2743023,173912,626031,1,4,0
2743080,55248,150749,0,0,0
2744127,93042,36253,1,5,0
2744441,216187,14063,1,3,0
2744609,28140,17720,1,2,0
2744634,20225,47766,0,0,0
2744721,602128,423,1,4,0
2745134,247715,105716,1,3,0
2745322,74878,1508,0,0,0
2745507,152308,14812,1,3,1
2746463,90785,28669,1,5,0
2746714,651237,14067,0,0,0
2746727,119329,14812,0,0,0
2746763,414830,1368,1,5,0
2746807,37747,1368,0,0,0
2747290,249390,36258,0,0,0
2747683,114345,1368,0,0,0
2747703,433219,62399,0,0,0
2748277,118984,36258,0,0,0
2748552,713531,1368,1,5,1
2748870,426614,75644,1,4,1
2749570,161750,14063,0,0,0
2749994,431872,1368,1,4,0
2750603,123714,1368,1,5,0
2750655,498298,14812,1,3,0
2750696,42729,1368,0,0,0
2750979,305790,90091,0,0,0
2751585,737648,423,1,0,0
2751786,104604,19054,0,0,0
2751895,321121,1368,1,5,0
2753279,31626,137153,0,0,0
2753492,310612,14067,0,0,0
2755132,272550,1508,0,0,0
